customer_id,t,y,purchase_count,is_zero,lam_true,alpha_true,beta_true,pi_0_true
0,0,0.47954312248112335,1,0,0.163,0.5,0.5,0.8495911884145902
0,1,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,2,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,3,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,4,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,5,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,6,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,7,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,8,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,9,0.06605070988625295,1,0,0.163,0.5,0.5,0.8495911884145902
0,10,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,11,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,12,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,13,0.005258328689325603,1,0,0.163,0.5,0.5,0.8495911884145902
0,14,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,15,0.21143622689548466,1,0,0.163,0.5,0.5,0.8495911884145902
0,16,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,17,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,18,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,19,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,20,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,21,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,22,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,23,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,24,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,25,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,26,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,27,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,28,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,29,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,30,0.05550911970553635,1,0,0.163,0.5,0.5,0.8495911884145902
0,31,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,32,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,33,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,34,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,35,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,36,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,37,0.17805598473547177,1,0,0.163,0.5,0.5,0.8495911884145902
0,38,0.33953876343381345,1,0,0.163,0.5,0.5,0.8495911884145902
0,39,3.7439783972871448,1,0,0.163,0.5,0.5,0.8495911884145902
0,40,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,41,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
0,42,0.0,0,1,0.163,0.5,0.5,0.8495911884145902
