customer_id,t,y,purchase_count,is_zero,lam_true,alpha_true,beta_true,pi_0_true
0,0,1.8594682602142063,1,0,0.693,0.5,0.5,0.5000735956957677
0,1,2.423769961398602,2,0,0.693,0.5,0.5,0.5000735956957677
0,2,4.4511938474937045,2,0,0.693,0.5,0.5,0.5000735956957677
0,3,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,4,0.17003069844811228,1,0,0.693,0.5,0.5,0.5000735956957677
0,5,2.3221512852800537,2,0,0.693,0.5,0.5,0.5000735956957677
0,6,0.10865547475967526,1,0,0.693,0.5,0.5,0.5000735956957677
0,7,1.983801452786266,2,0,0.693,0.5,0.5,0.5000735956957677
0,8,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,9,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,10,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,11,5.546572453040488,1,0,0.693,0.5,0.5,0.5000735956957677
0,12,2.4691356395210224,1,0,0.693,0.5,0.5,0.5000735956957677
0,13,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,14,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,15,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,16,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,17,2.8311879808952134,1,0,0.693,0.5,0.5,0.5000735956957677
0,18,0.02558795154746195,1,0,0.693,0.5,0.5,0.5000735956957677
0,19,0.8132879996288107,2,0,0.693,0.5,0.5,0.5000735956957677
0,20,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,21,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,22,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,23,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,24,0.6078405043102563,1,0,0.693,0.5,0.5,0.5000735956957677
0,25,0.892472015678407,1,0,0.693,0.5,0.5,0.5000735956957677
0,26,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,27,2.2933744414895028,2,0,0.693,0.5,0.5,0.5000735956957677
0,28,0.05680844231118513,1,0,0.693,0.5,0.5,0.5000735956957677
0,29,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,30,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,31,0.004870672024562002,1,0,0.693,0.5,0.5,0.5000735956957677
0,32,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,33,5.117594276525118,1,0,0.693,0.5,0.5,0.5000735956957677
0,34,1.2908448031937632,1,0,0.693,0.5,0.5,0.5000735956957677
0,35,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,36,4.084894795766127,1,0,0.693,0.5,0.5,0.5000735956957677
0,37,1.2212930656800973,2,0,0.693,0.5,0.5,0.5000735956957677
0,38,0.0703026187276311,1,0,0.693,0.5,0.5,0.5000735956957677
0,39,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,40,0.008872162742076374,1,0,0.693,0.5,0.5,0.5000735956957677
0,41,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,42,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,43,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,44,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
0,45,0.008627938200414033,1,0,0.693,0.5,0.5,0.5000735956957677
0,46,0.40852917523521953,1,0,0.693,0.5,0.5,0.5000735956957677
0,47,0.33408102800834666,1,0,0.693,0.5,0.5,0.5000735956957677
0,48,0.29263700955583705,1,0,0.693,0.5,0.5,0.5000735956957677
0,49,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,0,0.1730880358232734,2,0,0.693,0.5,0.5,0.5000735956957677
1,1,0.5253855404751391,1,0,0.693,0.5,0.5,0.5000735956957677
1,2,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,3,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,4,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,5,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,6,0.09394855636691124,1,0,0.693,0.5,0.5,0.5000735956957677
1,7,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,8,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,9,4.816386820163519,1,0,0.693,0.5,0.5,0.5000735956957677
1,10,2.419836688879828,2,0,0.693,0.5,0.5,0.5000735956957677
1,11,2.137932521721768,2,0,0.693,0.5,0.5,0.5000735956957677
1,12,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,13,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,14,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,15,0.4137601951663399,1,0,0.693,0.5,0.5,0.5000735956957677
1,16,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,17,1.2595834882787755,1,0,0.693,0.5,0.5,0.5000735956957677
1,18,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,19,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,20,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,21,0.9070659772010331,1,0,0.693,0.5,0.5,0.5000735956957677
1,22,0.26089517138083806,1,0,0.693,0.5,0.5,0.5000735956957677
1,23,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,24,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,25,0.8672563427868104,1,0,0.693,0.5,0.5,0.5000735956957677
1,26,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,27,0.384315121998476,1,0,0.693,0.5,0.5,0.5000735956957677
1,28,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,29,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,30,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,31,0.034108718753231695,1,0,0.693,0.5,0.5,0.5000735956957677
1,32,0.5277941990483767,1,0,0.693,0.5,0.5,0.5000735956957677
1,33,0.3204326716764102,1,0,0.693,0.5,0.5,0.5000735956957677
1,34,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,35,1.2045727550723848,2,0,0.693,0.5,0.5,0.5000735956957677
1,36,1.987459621763104,2,0,0.693,0.5,0.5,0.5000735956957677
1,37,0.043169809547065105,1,0,0.693,0.5,0.5,0.5000735956957677
1,38,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,39,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,40,2.3250929636590696,1,0,0.693,0.5,0.5,0.5000735956957677
1,41,0.0,0,1,0.693,0.5,0.5,0.5000735956957677
1,42,0.19417510905870716,2,0,0.693,0.5,0.5,0.5000735956957677
1,43,1.2015378807709043,3,0,0.693,0.5,0.5,0.5000735956957677
1,44,0.045716481034468605,1,0,0.693,0.5,0.5,0.5000735956957677
1,45,1.5606765943929353,1,0,0.693,0.5,0.5,0.5000735956957677
