customer_id,t,y,purchase_count,is_zero,lam_true,alpha_true,beta_true,pi_0_true
0,0,2.3319419811886664,1,0,0.357,1.0,0.5,0.699772497734611
0,1,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,2,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,3,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,4,0.799274547306265,1,0,0.357,1.0,0.5,0.699772497734611
0,5,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,6,0.26512319361466957,1,0,0.357,1.0,0.5,0.699772497734611
0,7,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,8,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,9,2.958732239689748,1,0,0.357,1.0,0.5,0.699772497734611
0,10,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,11,7.695842669256903,1,0,0.357,1.0,0.5,0.699772497734611
0,12,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,13,0.4795896043307181,1,0,0.357,1.0,0.5,0.699772497734611
0,14,2.6324170231766564,1,0,0.357,1.0,0.5,0.699772497734611
0,15,1.3166823556817508,1,0,0.357,1.0,0.5,0.699772497734611
0,16,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,17,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,18,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,19,0.8064662630601329,1,0,0.357,1.0,0.5,0.699772497734611
0,20,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,21,1.214345869890542,2,0,0.357,1.0,0.5,0.699772497734611
0,22,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,23,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,24,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,25,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,26,3.971669893714911,1,0,0.357,1.0,0.5,0.699772497734611
0,27,0.7519724439004004,2,0,0.357,1.0,0.5,0.699772497734611
0,28,5.6194392951299825,1,0,0.357,1.0,0.5,0.699772497734611
0,29,2.4739067510589012,3,0,0.357,1.0,0.5,0.699772497734611
0,30,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,31,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,32,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,33,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,34,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,35,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,36,0.4004639792492306,1,0,0.357,1.0,0.5,0.699772497734611
0,37,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,38,0.8945964958725979,1,0,0.357,1.0,0.5,0.699772497734611
0,39,1.0341171099655397,1,0,0.357,1.0,0.5,0.699772497734611
0,40,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,41,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,42,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,43,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,44,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,45,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,46,0.5114973623205351,1,0,0.357,1.0,0.5,0.699772497734611
0,47,0.0,0,1,0.357,1.0,0.5,0.699772497734611
0,48,2.669263134287125,1,0,0.357,1.0,0.5,0.699772497734611
0,49,2.1196673813056663,1,0,0.357,1.0,0.5,0.699772497734611
1,0,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,1,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,2,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,3,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,4,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,5,1.2814399110189914,1,0,0.357,1.0,0.5,0.699772497734611
1,6,1.2229211959766213,1,0,0.357,1.0,0.5,0.699772497734611
1,7,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,8,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,9,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,10,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,11,1.1008439889428172,1,0,0.357,1.0,0.5,0.699772497734611
1,12,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,13,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,14,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,15,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,16,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,17,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,18,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,19,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,20,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,21,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,22,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,23,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,24,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,25,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,26,4.581789397861867,2,0,0.357,1.0,0.5,0.699772497734611
1,27,0.9636604115153231,1,0,0.357,1.0,0.5,0.699772497734611
1,28,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,29,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,30,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,31,1.6685289069644096,1,0,0.357,1.0,0.5,0.699772497734611
1,32,1.5226152865232705,1,0,0.357,1.0,0.5,0.699772497734611
1,33,1.8000985564202778,1,0,0.357,1.0,0.5,0.699772497734611
1,34,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,35,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,36,1.6383592512635599,1,0,0.357,1.0,0.5,0.699772497734611
1,37,4.507309479775,2,0,0.357,1.0,0.5,0.699772497734611
1,38,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,39,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,40,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,41,0.7880106671510544,1,0,0.357,1.0,0.5,0.699772497734611
1,42,0.2651292126745866,1,0,0.357,1.0,0.5,0.699772497734611
1,43,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,44,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,45,3.38299139936348,1,0,0.357,1.0,0.5,0.699772497734611
1,46,2.1453114518466645,1,0,0.357,1.0,0.5,0.699772497734611
1,47,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,48,0.0,0,1,0.357,1.0,0.5,0.699772497734611
1,49,8.31971044279555,1,0,0.357,1.0,0.5,0.699772497734611
2,0,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,1,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,2,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,3,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,4,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,5,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,6,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,7,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,8,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,9,0.24786628601595573,1,0,0.357,1.0,0.5,0.699772497734611
2,10,0.7873150843185747,1,0,0.357,1.0,0.5,0.699772497734611
2,11,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,12,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,13,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,14,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,15,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,16,8.70641257163343,1,0,0.357,1.0,0.5,0.699772497734611
2,17,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,18,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,19,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,20,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,21,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,22,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,23,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,24,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,25,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,26,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,27,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,28,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,29,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,30,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,31,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,32,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,33,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,34,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,35,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,36,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,37,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,38,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,39,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,40,3.20983821502466,1,0,0.357,1.0,0.5,0.699772497734611
2,41,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,42,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,43,1.010387752384575,1,0,0.357,1.0,0.5,0.699772497734611
2,44,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,45,1.8080893268477871,2,0,0.357,1.0,0.5,0.699772497734611
2,46,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,47,4.085720696323024,3,0,0.357,1.0,0.5,0.699772497734611
2,48,0.0,0,1,0.357,1.0,0.5,0.699772497734611
2,49,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,0,3.645529747666227,1,0,0.357,1.0,0.5,0.699772497734611
3,1,1.3267561928586615,1,0,0.357,1.0,0.5,0.699772497734611
3,2,6.655194102637697,1,0,0.357,1.0,0.5,0.699772497734611
3,3,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,4,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,5,1.5728601322951277,1,0,0.357,1.0,0.5,0.699772497734611
3,6,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,7,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,8,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,9,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,10,0.0,0,1,0.357,1.0,0.5,0.699772497734611
3,11,0.0,0,1,0.357,1.0,0.5,0.699772497734611
